Date,DateKey,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName,WeekOfYear,IsWeekend,IsMonthEnd,IsQuarterEnd,IsYearEnd
2010-12-01 08:26:00,20101201,2010,4,12,December,1,2,Wednesday,48,False,False,False,False
2010-12-02 08:26:00,20101202,2010,4,12,December,2,3,Thursday,48,False,False,False,False
2010-12-03 08:26:00,20101203,2010,4,12,December,3,4,Friday,48,False,False,False,False
2010-12-04 08:26:00,20101204,2010,4,12,December,4,5,Saturday,48,True,False,False,False
2010-12-05 08:26:00,20101205,2010,4,12,December,5,6,Sunday,48,True,False,False,False
2010-12-06 08:26:00,20101206,2010,4,12,December,6,0,Monday,49,False,False,False,False
2010-12-07 08:26:00,20101207,2010,4,12,December,7,1,Tuesday,49,False,False,False,False
2010-12-08 08:26:00,20101208,2010,4,12,December,8,2,Wednesday,49,False,False,False,False
2010-12-09 08:26:00,20101209,2010,4,12,December,9,3,Thursday,49,False,False,False,False
2010-12-10 08:26:00,20101210,2010,4,12,December,10,4,Friday,49,False,False,False,False
2010-12-11 08:26:00,20101211,2010,4,12,December,11,5,Saturday,49,True,False,False,False
2010-12-12 08:26:00,20101212,2010,4,12,December,12,6,Sunday,49,True,False,False,False
2010-12-13 08:26:00,20101213,2010,4,12,December,13,0,Monday,50,False,False,False,False
2010-12-14 08:26:00,20101214,2010,4,12,December,14,1,Tuesday,50,False,False,False,False
2010-12-15 08:26:00,20101215,2010,4,12,December,15,2,Wednesday,50,False,False,False,False
2010-12-16 08:26:00,20101216,2010,4,12,December,16,3,Thursday,50,False,False,False,False
2010-12-17 08:26:00,20101217,2010,4,12,December,17,4,Friday,50,False,False,False,False
2010-12-18 08:26:00,20101218,2010,4,12,December,18,5,Saturday,50,True,False,False,False
2010-12-19 08:26:00,20101219,2010,4,12,December,19,6,Sunday,50,True,False,False,False
2010-12-20 08:26:00,20101220,2010,4,12,December,20,0,Monday,51,False,False,False,False
2010-12-21 08:26:00,20101221,2010,4,12,December,21,1,Tuesday,51,False,False,False,False
2010-12-22 08:26:00,20101222,2010,4,12,December,22,2,Wednesday,51,False,False,False,False
2010-12-23 08:26:00,20101223,2010,4,12,December,23,3,Thursday,51,False,False,False,False
2010-12-24 08:26:00,20101224,2010,4,12,December,24,4,Friday,51,False,False,False,False
2010-12-25 08:26:00,20101225,2010,4,12,December,25,5,Saturday,51,True,False,False,False
2010-12-26 08:26:00,20101226,2010,4,12,December,26,6,Sunday,51,True,False,False,False
2010-12-27 08:26:00,20101227,2010,4,12,December,27,0,Monday,52,False,False,False,False
2010-12-28 08:26:00,20101228,2010,4,12,December,28,1,Tuesday,52,False,False,False,False
2010-12-29 08:26:00,20101229,2010,4,12,December,29,2,Wednesday,52,False,False,False,False
2010-12-30 08:26:00,20101230,2010,4,12,December,30,3,Thursday,52,False,False,False,False
2010-12-31 08:26:00,20101231,2010,4,12,December,31,4,Friday,52,False,True,True,True
2011-01-01 08:26:00,20110101,2011,1,1,January,1,5,Saturday,52,True,False,False,False
2011-01-02 08:26:00,20110102,2011,1,1,January,2,6,Sunday,52,True,False,False,False
2011-01-03 08:26:00,20110103,2011,1,1,January,3,0,Monday,1,False,False,False,False
2011-01-04 08:26:00,20110104,2011,1,1,January,4,1,Tuesday,1,False,False,False,False
2011-01-05 08:26:00,20110105,2011,1,1,January,5,2,Wednesday,1,False,False,False,False
2011-01-06 08:26:00,20110106,2011,1,1,January,6,3,Thursday,1,False,False,False,False
2011-01-07 08:26:00,20110107,2011,1,1,January,7,4,Friday,1,False,False,False,False
2011-01-08 08:26:00,20110108,2011,1,1,January,8,5,Saturday,1,True,False,False,False
2011-01-09 08:26:00,20110109,2011,1,1,January,9,6,Sunday,1,True,False,False,False
2011-01-10 08:26:00,20110110,2011,1,1,January,10,0,Monday,2,False,False,False,False
2011-01-11 08:26:00,20110111,2011,1,1,January,11,1,Tuesday,2,False,False,False,False
2011-01-12 08:26:00,20110112,2011,1,1,January,12,2,Wednesday,2,False,False,False,False
2011-01-13 08:26:00,20110113,2011,1,1,January,13,3,Thursday,2,False,False,False,False
2011-01-14 08:26:00,20110114,2011,1,1,January,14,4,Friday,2,False,False,False,False
2011-01-15 08:26:00,20110115,2011,1,1,January,15,5,Saturday,2,True,False,False,False
2011-01-16 08:26:00,20110116,2011,1,1,January,16,6,Sunday,2,True,False,False,False
2011-01-17 08:26:00,20110117,2011,1,1,January,17,0,Monday,3,False,False,False,False
2011-01-18 08:26:00,20110118,2011,1,1,January,18,1,Tuesday,3,False,False,False,False
2011-01-19 08:26:00,20110119,2011,1,1,January,19,2,Wednesday,3,False,False,False,False
2011-01-20 08:26:00,20110120,2011,1,1,January,20,3,Thursday,3,False,False,False,False
2011-01-21 08:26:00,20110121,2011,1,1,January,21,4,Friday,3,False,False,False,False
2011-01-22 08:26:00,20110122,2011,1,1,January,22,5,Saturday,3,True,False,False,False
2011-01-23 08:26:00,20110123,2011,1,1,January,23,6,Sunday,3,True,False,False,False
2011-01-24 08:26:00,20110124,2011,1,1,January,24,0,Monday,4,False,False,False,False
2011-01-25 08:26:00,20110125,2011,1,1,January,25,1,Tuesday,4,False,False,False,False
2011-01-26 08:26:00,20110126,2011,1,1,January,26,2,Wednesday,4,False,False,False,False
2011-01-27 08:26:00,20110127,2011,1,1,January,27,3,Thursday,4,False,False,False,False
2011-01-28 08:26:00,20110128,2011,1,1,January,28,4,Friday,4,False,False,False,False
2011-01-29 08:26:00,20110129,2011,1,1,January,29,5,Saturday,4,True,False,False,False
2011-01-30 08:26:00,20110130,2011,1,1,January,30,6,Sunday,4,True,False,False,False
2011-01-31 08:26:00,20110131,2011,1,1,January,31,0,Monday,5,False,True,False,False
2011-02-01 08:26:00,20110201,2011,1,2,February,1,1,Tuesday,5,False,False,False,False
2011-02-02 08:26:00,20110202,2011,1,2,February,2,2,Wednesday,5,False,False,False,False
2011-02-03 08:26:00,20110203,2011,1,2,February,3,3,Thursday,5,False,False,False,False
2011-02-04 08:26:00,20110204,2011,1,2,February,4,4,Friday,5,False,False,False,False
2011-02-05 08:26:00,20110205,2011,1,2,February,5,5,Saturday,5,True,False,False,False
2011-02-06 08:26:00,20110206,2011,1,2,February,6,6,Sunday,5,True,False,False,False
2011-02-07 08:26:00,20110207,2011,1,2,February,7,0,Monday,6,False,False,False,False
2011-02-08 08:26:00,20110208,2011,1,2,February,8,1,Tuesday,6,False,False,False,False
2011-02-09 08:26:00,20110209,2011,1,2,February,9,2,Wednesday,6,False,False,False,False
2011-02-10 08:26:00,20110210,2011,1,2,February,10,3,Thursday,6,False,False,False,False
2011-02-11 08:26:00,20110211,2011,1,2,February,11,4,Friday,6,False,False,False,False
2011-02-12 08:26:00,20110212,2011,1,2,February,12,5,Saturday,6,True,False,False,False
2011-02-13 08:26:00,20110213,2011,1,2,February,13,6,Sunday,6,True,False,False,False
2011-02-14 08:26:00,20110214,2011,1,2,February,14,0,Monday,7,False,False,False,False
2011-02-15 08:26:00,20110215,2011,1,2,February,15,1,Tuesday,7,False,False,False,False
2011-02-16 08:26:00,20110216,2011,1,2,February,16,2,Wednesday,7,False,False,False,False
2011-02-17 08:26:00,20110217,2011,1,2,February,17,3,Thursday,7,False,False,False,False
2011-02-18 08:26:00,20110218,2011,1,2,February,18,4,Friday,7,False,False,False,False
2011-02-19 08:26:00,20110219,2011,1,2,February,19,5,Saturday,7,True,False,False,False
2011-02-20 08:26:00,20110220,2011,1,2,February,20,6,Sunday,7,True,False,False,False
2011-02-21 08:26:00,20110221,2011,1,2,February,21,0,Monday,8,False,False,False,False
2011-02-22 08:26:00,20110222,2011,1,2,February,22,1,Tuesday,8,False,False,False,False
2011-02-23 08:26:00,20110223,2011,1,2,February,23,2,Wednesday,8,False,False,False,False
2011-02-24 08:26:00,20110224,2011,1,2,February,24,3,Thursday,8,False,False,False,False
2011-02-25 08:26:00,20110225,2011,1,2,February,25,4,Friday,8,False,False,False,False
2011-02-26 08:26:00,20110226,2011,1,2,February,26,5,Saturday,8,True,False,False,False
2011-02-27 08:26:00,20110227,2011,1,2,February,27,6,Sunday,8,True,False,False,False
2011-02-28 08:26:00,20110228,2011,1,2,February,28,0,Monday,9,False,True,False,False
2011-03-01 08:26:00,20110301,2011,1,3,March,1,1,Tuesday,9,False,False,False,False
2011-03-02 08:26:00,20110302,2011,1,3,March,2,2,Wednesday,9,False,False,False,False
2011-03-03 08:26:00,20110303,2011,1,3,March,3,3,Thursday,9,False,False,False,False
2011-03-04 08:26:00,20110304,2011,1,3,March,4,4,Friday,9,False,False,False,False
2011-03-05 08:26:00,20110305,2011,1,3,March,5,5,Saturday,9,True,False,False,False
2011-03-06 08:26:00,20110306,2011,1,3,March,6,6,Sunday,9,True,False,False,False
2011-03-07 08:26:00,20110307,2011,1,3,March,7,0,Monday,10,False,False,False,False
2011-03-08 08:26:00,20110308,2011,1,3,March,8,1,Tuesday,10,False,False,False,False
2011-03-09 08:26:00,20110309,2011,1,3,March,9,2,Wednesday,10,False,False,False,False
2011-03-10 08:26:00,20110310,2011,1,3,March,10,3,Thursday,10,False,False,False,False
2011-03-11 08:26:00,20110311,2011,1,3,March,11,4,Friday,10,False,False,False,False
2011-03-12 08:26:00,20110312,2011,1,3,March,12,5,Saturday,10,True,False,False,False
2011-03-13 08:26:00,20110313,2011,1,3,March,13,6,Sunday,10,True,False,False,False
2011-03-14 08:26:00,20110314,2011,1,3,March,14,0,Monday,11,False,False,False,False
2011-03-15 08:26:00,20110315,2011,1,3,March,15,1,Tuesday,11,False,False,False,False
2011-03-16 08:26:00,20110316,2011,1,3,March,16,2,Wednesday,11,False,False,False,False
2011-03-17 08:26:00,20110317,2011,1,3,March,17,3,Thursday,11,False,False,False,False
2011-03-18 08:26:00,20110318,2011,1,3,March,18,4,Friday,11,False,False,False,False
2011-03-19 08:26:00,20110319,2011,1,3,March,19,5,Saturday,11,True,False,False,False
2011-03-20 08:26:00,20110320,2011,1,3,March,20,6,Sunday,11,True,False,False,False
2011-03-21 08:26:00,20110321,2011,1,3,March,21,0,Monday,12,False,False,False,False
2011-03-22 08:26:00,20110322,2011,1,3,March,22,1,Tuesday,12,False,False,False,False
2011-03-23 08:26:00,20110323,2011,1,3,March,23,2,Wednesday,12,False,False,False,False
2011-03-24 08:26:00,20110324,2011,1,3,March,24,3,Thursday,12,False,False,False,False
2011-03-25 08:26:00,20110325,2011,1,3,March,25,4,Friday,12,False,False,False,False
2011-03-26 08:26:00,20110326,2011,1,3,March,26,5,Saturday,12,True,False,False,False
2011-03-27 08:26:00,20110327,2011,1,3,March,27,6,Sunday,12,True,False,False,False
2011-03-28 08:26:00,20110328,2011,1,3,March,28,0,Monday,13,False,False,False,False
2011-03-29 08:26:00,20110329,2011,1,3,March,29,1,Tuesday,13,False,False,False,False
2011-03-30 08:26:00,20110330,2011,1,3,March,30,2,Wednesday,13,False,False,False,False
2011-03-31 08:26:00,20110331,2011,1,3,March,31,3,Thursday,13,False,True,True,False
2011-04-01 08:26:00,20110401,2011,2,4,April,1,4,Friday,13,False,False,False,False
2011-04-02 08:26:00,20110402,2011,2,4,April,2,5,Saturday,13,True,False,False,False
2011-04-03 08:26:00,20110403,2011,2,4,April,3,6,Sunday,13,True,False,False,False
2011-04-04 08:26:00,20110404,2011,2,4,April,4,0,Monday,14,False,False,False,False
2011-04-05 08:26:00,20110405,2011,2,4,April,5,1,Tuesday,14,False,False,False,False
2011-04-06 08:26:00,20110406,2011,2,4,April,6,2,Wednesday,14,False,False,False,False
2011-04-07 08:26:00,20110407,2011,2,4,April,7,3,Thursday,14,False,False,False,False
2011-04-08 08:26:00,20110408,2011,2,4,April,8,4,Friday,14,False,False,False,False
2011-04-09 08:26:00,20110409,2011,2,4,April,9,5,Saturday,14,True,False,False,False
2011-04-10 08:26:00,20110410,2011,2,4,April,10,6,Sunday,14,True,False,False,False
2011-04-11 08:26:00,20110411,2011,2,4,April,11,0,Monday,15,False,False,False,False
2011-04-12 08:26:00,20110412,2011,2,4,April,12,1,Tuesday,15,False,False,False,False
2011-04-13 08:26:00,20110413,2011,2,4,April,13,2,Wednesday,15,False,False,False,False
2011-04-14 08:26:00,20110414,2011,2,4,April,14,3,Thursday,15,False,False,False,False
2011-04-15 08:26:00,20110415,2011,2,4,April,15,4,Friday,15,False,False,False,False
2011-04-16 08:26:00,20110416,2011,2,4,April,16,5,Saturday,15,True,False,False,False
2011-04-17 08:26:00,20110417,2011,2,4,April,17,6,Sunday,15,True,False,False,False
2011-04-18 08:26:00,20110418,2011,2,4,April,18,0,Monday,16,False,False,False,False
2011-04-19 08:26:00,20110419,2011,2,4,April,19,1,Tuesday,16,False,False,False,False
2011-04-20 08:26:00,20110420,2011,2,4,April,20,2,Wednesday,16,False,False,False,False
2011-04-21 08:26:00,20110421,2011,2,4,April,21,3,Thursday,16,False,False,False,False
2011-04-22 08:26:00,20110422,2011,2,4,April,22,4,Friday,16,False,False,False,False
2011-04-23 08:26:00,20110423,2011,2,4,April,23,5,Saturday,16,True,False,False,False
2011-04-24 08:26:00,20110424,2011,2,4,April,24,6,Sunday,16,True,False,False,False
2011-04-25 08:26:00,20110425,2011,2,4,April,25,0,Monday,17,False,False,False,False
2011-04-26 08:26:00,20110426,2011,2,4,April,26,1,Tuesday,17,False,False,False,False
2011-04-27 08:26:00,20110427,2011,2,4,April,27,2,Wednesday,17,False,False,False,False
2011-04-28 08:26:00,20110428,2011,2,4,April,28,3,Thursday,17,False,False,False,False
2011-04-29 08:26:00,20110429,2011,2,4,April,29,4,Friday,17,False,False,False,False
2011-04-30 08:26:00,20110430,2011,2,4,April,30,5,Saturday,17,True,True,False,False
2011-05-01 08:26:00,20110501,2011,2,5,May,1,6,Sunday,17,True,False,False,False
2011-05-02 08:26:00,20110502,2011,2,5,May,2,0,Monday,18,False,False,False,False
2011-05-03 08:26:00,20110503,2011,2,5,May,3,1,Tuesday,18,False,False,False,False
2011-05-04 08:26:00,20110504,2011,2,5,May,4,2,Wednesday,18,False,False,False,False
2011-05-05 08:26:00,20110505,2011,2,5,May,5,3,Thursday,18,False,False,False,False
2011-05-06 08:26:00,20110506,2011,2,5,May,6,4,Friday,18,False,False,False,False
2011-05-07 08:26:00,20110507,2011,2,5,May,7,5,Saturday,18,True,False,False,False
2011-05-08 08:26:00,20110508,2011,2,5,May,8,6,Sunday,18,True,False,False,False
2011-05-09 08:26:00,20110509,2011,2,5,May,9,0,Monday,19,False,False,False,False
2011-05-10 08:26:00,20110510,2011,2,5,May,10,1,Tuesday,19,False,False,False,False
2011-05-11 08:26:00,20110511,2011,2,5,May,11,2,Wednesday,19,False,False,False,False
2011-05-12 08:26:00,20110512,2011,2,5,May,12,3,Thursday,19,False,False,False,False
2011-05-13 08:26:00,20110513,2011,2,5,May,13,4,Friday,19,False,False,False,False
2011-05-14 08:26:00,20110514,2011,2,5,May,14,5,Saturday,19,True,False,False,False
2011-05-15 08:26:00,20110515,2011,2,5,May,15,6,Sunday,19,True,False,False,False
2011-05-16 08:26:00,20110516,2011,2,5,May,16,0,Monday,20,False,False,False,False
2011-05-17 08:26:00,20110517,2011,2,5,May,17,1,Tuesday,20,False,False,False,False
2011-05-18 08:26:00,20110518,2011,2,5,May,18,2,Wednesday,20,False,False,False,False
2011-05-19 08:26:00,20110519,2011,2,5,May,19,3,Thursday,20,False,False,False,False
2011-05-20 08:26:00,20110520,2011,2,5,May,20,4,Friday,20,False,False,False,False
2011-05-21 08:26:00,20110521,2011,2,5,May,21,5,Saturday,20,True,False,False,False
2011-05-22 08:26:00,20110522,2011,2,5,May,22,6,Sunday,20,True,False,False,False
2011-05-23 08:26:00,20110523,2011,2,5,May,23,0,Monday,21,False,False,False,False
2011-05-24 08:26:00,20110524,2011,2,5,May,24,1,Tuesday,21,False,False,False,False
2011-05-25 08:26:00,20110525,2011,2,5,May,25,2,Wednesday,21,False,False,False,False
2011-05-26 08:26:00,20110526,2011,2,5,May,26,3,Thursday,21,False,False,False,False
2011-05-27 08:26:00,20110527,2011,2,5,May,27,4,Friday,21,False,False,False,False
2011-05-28 08:26:00,20110528,2011,2,5,May,28,5,Saturday,21,True,False,False,False
2011-05-29 08:26:00,20110529,2011,2,5,May,29,6,Sunday,21,True,False,False,False
2011-05-30 08:26:00,20110530,2011,2,5,May,30,0,Monday,22,False,False,False,False
2011-05-31 08:26:00,20110531,2011,2,5,May,31,1,Tuesday,22,False,True,False,False
2011-06-01 08:26:00,20110601,2011,2,6,June,1,2,Wednesday,22,False,False,False,False
2011-06-02 08:26:00,20110602,2011,2,6,June,2,3,Thursday,22,False,False,False,False
2011-06-03 08:26:00,20110603,2011,2,6,June,3,4,Friday,22,False,False,False,False
2011-06-04 08:26:00,20110604,2011,2,6,June,4,5,Saturday,22,True,False,False,False
2011-06-05 08:26:00,20110605,2011,2,6,June,5,6,Sunday,22,True,False,False,False
2011-06-06 08:26:00,20110606,2011,2,6,June,6,0,Monday,23,False,False,False,False
2011-06-07 08:26:00,20110607,2011,2,6,June,7,1,Tuesday,23,False,False,False,False
2011-06-08 08:26:00,20110608,2011,2,6,June,8,2,Wednesday,23,False,False,False,False
2011-06-09 08:26:00,20110609,2011,2,6,June,9,3,Thursday,23,False,False,False,False
2011-06-10 08:26:00,20110610,2011,2,6,June,10,4,Friday,23,False,False,False,False
2011-06-11 08:26:00,20110611,2011,2,6,June,11,5,Saturday,23,True,False,False,False
2011-06-12 08:26:00,20110612,2011,2,6,June,12,6,Sunday,23,True,False,False,False
2011-06-13 08:26:00,20110613,2011,2,6,June,13,0,Monday,24,False,False,False,False
2011-06-14 08:26:00,20110614,2011,2,6,June,14,1,Tuesday,24,False,False,False,False
2011-06-15 08:26:00,20110615,2011,2,6,June,15,2,Wednesday,24,False,False,False,False
2011-06-16 08:26:00,20110616,2011,2,6,June,16,3,Thursday,24,False,False,False,False
2011-06-17 08:26:00,20110617,2011,2,6,June,17,4,Friday,24,False,False,False,False
2011-06-18 08:26:00,20110618,2011,2,6,June,18,5,Saturday,24,True,False,False,False
